;TP_SEXO;TP_COR_RACA;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;CO_MUNICIPIO_ESC;Q001;Q002;Q003;Q004;Q022;Q024;Q025;RendaMaxima;ClasseSocial;anosEstudoPai;anosEstudoMae;RazaoPessoasQuarto;PessoasPorQuarto;mediaNota;NOTA_MT;NOTA_LC;NOTA_CH;NOTA_CN;NOTA_REDACAO;Cluster
3205;M;Parda;Particular;Urbano;590.9;664.9;623.3;694.3;700.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;2994;D;16;16;2.0;(1, 2];654.6800000000002;(650, 800];(500, 650];(650, 800];(500, 650];(650.0, 800.0];0
3206;M;Parda;Particular;Urbano;526.3;619.4;574.8;657.0;800.0;2211001.0;FundamentalCompleto;Medio;Grupo(A,B,C);Grupo(D,E);Sim;Sim;Sim;4990;C;9;12;1.5;(1, 2];635.5;(650, 800];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3207;F;Parda;Estadual;Urbano;370.8;494.4;445.5;522.3;640.0;2211001.0;FundamentalCompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;9;12;2.0;(1, 2];494.6;(500, 650];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
3208;F;Preta;Estadual;Urbano;523.8;354.4;404.6;514.2;520.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;12;12;1.33;(1, 2];463.4;(500, 650];(300, 500];(300, 500];(500, 650];(500.0, 650.0];1
3209;M;Preta;Particular;Urbano;550.4;569.8;551.0;599.9;800.0;2211001.0;Medio;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;2495;D;12;5;1.33;(1, 2];614.22;(500, 650];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3210;F;Parda;Estadual;Urbano;468.5;568.5;563.8;425.3;720.0;2211001.0;FundamentalCompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;9;12;2.0;(1, 2];549.22;(300, 500];(500, 650];(500, 650];(300, 500];(650.0, 800.0];0
3211;F;Parda;Estadual;Urbano;443.9;524.7;512.1;620.2;900.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;0;4;2.0;(1, 2];600.1800000000002;(500, 650];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];0
3212;F;Parda;Particular;Urbano;700.8;648.5;673.0;820.4;920.0;2211001.0;Medio;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;6986;C;12;18;2.0;(1, 2];752.54;(800, 1000];(650, 800];(500, 650];(650, 800];(800.0, 1000.0];0
3213;F;Branco;Particular;Urbano;597.0;575.5;576.7;663.7;760.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;19960;A;18;18;1.25;(1, 2];634.58;(650, 800];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3214;F;Preta;Estadual;Urbano;375.1;415.4;409.3;393.4;540.0;2211001.0;Medio;Medio;Grupo(D,E);NãoSabe;Sim;Não;Nao;5988;C;12;12;2.5;(2, 3];426.64;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
3215;F;Parda;Estadual;Urbano;408.5;491.0;495.8;466.8;340.0;2211001.0;FundamentalCompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;9;4;2.5;(2, 3];440.42;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3216;F;Parda;Estadual;Urbano;374.1;420.0;409.1;389.5;520.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;0;5;2.0;(1, 2];422.54;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
3217;F;Parda;Particular;Urbano;430.5;383.4;522.4;455.4;380.0;2211001.0;Medio;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;4990;C;12;16;1.33;(1, 2];434.34;(300, 500];(500, 650];(300, 500];(300, 500];(300.0, 500.0];1
3218;F;Parda;Estadual;Urbano;412.6;495.0;518.2;480.7;580.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;NãoSabe;NãoSabe;Sim;Não;Sim;1497;E;5;5;1.0;(0, 1];497.3;(300, 500];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
3219;M;Parda;Particular;Urbano;593.2;617.5;612.6;760.4;920.0;2211001.0;FundamentalCompleto;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Sim;Sim;7984;C;9;16;1.25;(1, 2];700.74;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3220;F;Branco;Particular;Urbano;550.6;519.4;531.9;597.0;840.0;2211001.0;NaoSabe;Medio;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;4990;C;0;12;2.0;(1, 2];607.78;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3221;M;Parda;Particular;Urbano;489.0;508.4;551.6;729.4;740.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Não;Sim;4990;C;16;18;2.0;(1, 2];603.6800000000002;(650, 800];(500, 650];(500, 650];(300, 500];(650.0, 800.0];0
3222;F;Parda;Estadual;Urbano;359.8;392.2;494.9;477.5;540.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1996;E;4;4;2.0;(1, 2];452.88;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
3223;F;Parda;Particular;Urbano;330.7;401.9;413.4;509.6;480.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;2994;D;18;18;1.33;(1, 2];427.12;(500, 650];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3224;F;Parda;Estadual;Urbano;370.5;391.3;436.1;477.0;580.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;0;4;4.0;(3, 4];450.98;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
3225;F;Parda;Estadual;Urbano;371.1;364.7;495.4;515.3;560.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;0;12;2.0;(1, 2];461.3;(500, 650];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
3226;M;Parda;Estadual;Urbano;531.4;561.8;576.1;538.0;600.0;2211001.0;NaoSabe;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;0;9;1.5;(1, 2];561.46;(500, 650];(500, 650];(500, 650];(500, 650];(500.0, 650.0];0
3227;M;Parda;Federal;Urbano;613.3;583.3;590.0;650.8;760.0;2211001.0;Medio;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;12;9;1.0;(0, 1];639.4799999999998;(650, 800];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3228;F;Branco;Estadual;Urbano;396.0;439.3;495.9;452.7;480.0;2211001.0;Medio;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Não;Sim;1497;E;12;16;1.33;(1, 2];452.78;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3229;F;Parda;Particular;Urbano;498.3;603.1;593.2;514.5;780.0;2211001.0;FundamentalCompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;9;9;1.33;(1, 2];597.82;(500, 650];(500, 650];(500, 650];(300, 500];(650.0, 800.0];0
3230;M;Parda;Estadual;Urbano;427.2;476.4;534.2;518.7;560.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;4;5;3.0;(2, 3];503.3;(500, 650];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
3231;M;Branco;Particular;Urbano;612.5;507.7;523.6;717.2;660.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;9980;C;16;16;1.25;(1, 2];604.2;(650, 800];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3232;M;Branco;Estadual;Urbano;456.8;525.7;504.1;629.3;900.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;0;E;12;12;3.0;(2, 3];603.1800000000002;(500, 650];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];0
3233;M;Parda;Estadual;Urbano;338.9;516.2;469.6;546.0;600.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Nao;998;E;4;0;3.0;(2, 3];494.14;(500, 650];(300, 500];(500, 650];(300, 500];(500.0, 650.0];1
3234;F;Parda;Estadual;Urbano;455.6;414.1;387.9;396.5;380.0;2211001.0;FundamentalIncompleto;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Sim;Sim;2495;D;4;16;2.5;(2, 3];406.82;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3235;M;Parda;Particular;Urbano;631.7;638.1;584.0;558.2;880.0;2211001.0;Medio;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;1996;E;12;18;1.0;(0, 1];658.4;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3236;M;Preta;Estadual;Urbano;352.9;337.6;444.5;466.7;460.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;12;12;3.5;(3, 4];412.34;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3237;F;Parda;Particular;Urbano;368.9;544.9;528.9;427.7;720.0;2211001.0;FundamentalIncompleto;Superior;NãoSabe;Grupo(D,E);Sim;Não;Sim;998;E;4;18;4.0;(3, 4];518.08;(300, 500];(500, 650];(500, 650];(300, 500];(650.0, 800.0];1
3238;F;Parda;Estadual;Urbano;585.0;495.1;583.6;526.6;680.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;NãoSabe;Grupo(A,B,C);Sim;Não;Nao;998;E;4;9;3.0;(2, 3];574.0600000000002;(500, 650];(500, 650];(300, 500];(500, 650];(650.0, 800.0];0
3239;F;Parda;Estadual;Urbano;549.5;591.5;551.1;459.8;800.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;12;12;3.5;(3, 4];590.3799999999999;(300, 500];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3240;M;Preta;Estadual;Urbano;538.2;561.2;553.2;476.8;820.0;2211001.0;FundamentalCompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;9;12;1.0;(0, 1];589.8799999999999;(300, 500];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3241;F;Preta;Federal;Urbano;514.0;556.5;569.1;684.9;780.0;2211001.0;FundamentalCompleto;Superior;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1996;E;9;16;1.67;(1, 2];620.9;(650, 800];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3242;M;Parda;Estadual;Rural;346.5;441.2;421.1;384.6;380.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;0;E;4;4;1.5;(1, 2];394.68;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3243;F;Parda;Estadual;Urbano;421.9;423.6;479.2;459.5;580.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;4;5;2.5;(2, 3];472.84;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
3244;M;Parda;Particular;Urbano;534.4;582.5;505.0;710.1;860.0;2211001.0;Medio;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;2994;D;12;16;1.5;(1, 2];638.4;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3245;M;Parda;Estadual;Urbano;388.4;400.8;453.4;429.2;480.0;2211001.0;FundamentalCompleto;Superior;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;9;16;2.0;(1, 2];430.36;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3246;M;Parda;Estadual;Urbano;401.7;559.3;504.7;590.8;820.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;2495;D;12;12;2.5;(2, 3];575.3;(500, 650];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];0
3247;F;Parda;Estadual;Urbano;397.0;460.6;483.1;458.7;640.0;2211001.0;FundamentalCompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Nao;1497;E;9;12;2.0;(1, 2];487.88;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
3248;M;Parda;Particular;Urbano;611.9;555.7;587.6;586.4;900.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;2495;D;12;12;1.67;(1, 2];648.32;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3249;M;Parda;Particular;Urbano;542.0;491.0;558.0;636.7;940.0;2211001.0;Superior;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;7984;C;16;12;1.33;(1, 2];633.54;(500, 650];(500, 650];(300, 500];(500, 650];(800.0, 1000.0];0
3250;F;Branco;Particular;Urbano;583.9;624.8;651.7;711.0;860.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;11976;B;18;18;1.33;(1, 2];686.28;(650, 800];(650, 800];(500, 650];(500, 650];(800.0, 1000.0];0
3251;F;Parda;Federal;Urbano;581.4;585.2;574.0;482.8;700.0;2211001.0;Medio;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1996;E;12;5;1.33;(1, 2];584.6800000000002;(300, 500];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3252;M;Branco;Estadual;Urbano;438.8;431.3;498.6;428.1;800.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;4;4;2.5;(2, 3];519.36;(300, 500];(300, 500];(300, 500];(300, 500];(650.0, 800.0];1
3253;F;Parda;Estadual;Urbano;398.9;406.2;411.7;482.7;480.0;2211001.0;FundamentalCompleto;Superior;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;9;16;2.5;(2, 3];435.9;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3254;F;NaoDeclarado;Particular;Urbano;686.8;712.3;634.1;915.0;960.0;2211001.0;FundamentalCompleto;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;19960;B;9;12;1.25;(1, 2];781.64;(800, 1000];(500, 650];(650, 800];(650, 800];(800.0, 1000.0];0
3255;M;Preta;Estadual;Urbano;401.2;526.1;428.3;546.9;540.0;2211001.0;Medio;Superior;Grupo(D,E);Grupo(A,B,C);Sim;Não;Nao;998;E;12;16;2.0;(1, 2];488.5;(500, 650];(300, 500];(500, 650];(300, 500];(500.0, 650.0];1
3256;F;Parda;Estadual;Urbano;397.3;471.2;499.5;438.6;620.0;2211001.0;FundamentalCompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;9;4;2.0;(1, 2];485.32000000000005;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
3257;F;Parda;Particular;Urbano;641.0;621.8;607.4;653.6;980.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(D,E);Sim;Sim;Sim;2994;D;12;12;1.33;(1, 2];700.76;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3258;F;Parda;Estadual;Urbano;412.9;387.5;483.9;558.8;320.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(D,E);Sim;Não;Nao;1497;E;4;4;2.0;(1, 2];432.62;(500, 650];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3259;F;Parda;Particular;Urbano;544.1;567.2;576.7;489.5;940.0;2211001.0;Medio;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;5988;C;12;16;1.5;(1, 2];623.5;(300, 500];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3260;F;Parda;Particular;Urbano;631.8;618.7;622.1;722.8;920.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;12;12;1.5;(1, 2];703.0800000000003;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3261;M;Parda;Estadual;Urbano;450.6;529.7;548.5;576.4;600.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Nao;1497;E;12;12;1.5;(1, 2];541.04;(500, 650];(500, 650];(500, 650];(300, 500];(500.0, 650.0];0
3262;F;Branco;Particular;Urbano;560.8;548.9;554.3;671.2;840.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;4990;C;18;18;1.33;(1, 2];635.04;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3263;F;Branco;Particular;Urbano;584.6;616.6;636.4;765.2;920.0;2211001.0;Superior;Medio;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;5988;C;16;12;1.33;(1, 2];704.56;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3264;M;Preta;Estadual;Urbano;427.9;552.9;540.6;625.5;760.0;2211001.0;FundamentalIncompleto;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Não;Sim;2495;D;0;16;1.5;(1, 2];581.38;(500, 650];(500, 650];(500, 650];(300, 500];(650.0, 800.0];0
3265;M;Branco;Estadual;Urbano;516.4;492.6;507.2;614.9;380.0;2211001.0;NaoSabe;Superior;NãoSabe;Grupo(D,E);Sim;Sim;Sim;9980;C;0;16;1.0;(0, 1];502.22;(500, 650];(500, 650];(300, 500];(500, 650];(300.0, 500.0];1
3266;F;Parda;Estadual;Urbano;563.8;563.3;556.8;648.4;860.0;2211001.0;Medio;Medio;Grupo(A,B,C);NãoSabe;Sim;Não;Nao;998;E;12;12;2.5;(2, 3];638.46;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3267;F;Parda;Particular;Urbano;493.7;514.3;493.4;398.3;760.0;2211001.0;Medio;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Sim;Sim;5988;C;12;18;1.33;(1, 2];531.9399999999998;(300, 500];(300, 500];(500, 650];(300, 500];(650.0, 800.0];1
3268;M;Branco;Estadual;Urbano;544.2;565.4;531.0;679.4;820.0;2211001.0;Medio;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;12;5;1.5;(1, 2];628.0;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3269;M;Preta;Estadual;Urbano;448.2;401.9;503.7;426.1;480.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;12;12;1.33;(1, 2];451.97999999999985;(300, 500];(500, 650];(300, 500];(300, 500];(300.0, 500.0];1
3270;F;Parda;Estadual;Urbano;396.7;458.1;477.9;461.9;580.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;5;12;3.0;(2, 3];474.92;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
3271;F;Amarelo;Estadual;Urbano;471.7;517.1;540.0;509.1;580.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;12;12;2.0;(1, 2];523.5799999999998;(500, 650];(500, 650];(500, 650];(300, 500];(500.0, 650.0];1
3272;M;Parda;Particular;Urbano;519.2;559.8;533.0;667.2;560.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;1497;E;16;16;0.67;(0, 1];567.8399999999998;(650, 800];(500, 650];(500, 650];(500, 650];(500.0, 650.0];0
3273;M;Branco;Particular;Urbano;559.3;585.4;591.9;687.9;920.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;19960;B;18;18;1.25;(1, 2];668.9;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3274;F;Parda;Particular;Urbano;561.4;598.7;564.0;702.1;940.0;2211001.0;NaoSabe;Superior;NãoSabe;Grupo(D,E);Sim;Sim;Sim;5988;C;0;18;1.33;(1, 2];673.24;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3275;M;Branco;Estadual;Urbano;452.3;382.6;426.2;597.5;280.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;4;4;1.5;(1, 2];427.72;(500, 650];(300, 500];(300, 500];(300, 500];(-0.001, 300.0];1
3276;F;Parda;Estadual;Urbano;500.4;566.7;535.4;504.3;720.0;2211001.0;Medio;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;2495;D;12;9;2.0;(1, 2];565.3599999999999;(500, 650];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3277;M;Preta;Estadual;Urbano;486.4;456.0;534.6;418.0;580.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;0;9;2.5;(2, 3];495.0;(300, 500];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
3278;M;Parda;Particular;Urbano;450.0;533.0;546.6;567.7;540.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(D,E);Sim;Não;Sim;1497;E;12;12;1.33;(1, 2];527.46;(500, 650];(500, 650];(500, 650];(300, 500];(500.0, 650.0];1
3279;M;Parda;Particular;Urbano;605.0;642.3;600.1;748.1;860.0;2211001.0;NaoSabe;NaoSabe;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;2994;D;0;0;0.67;(0, 1];691.1;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3280;M;Parda;Particular;Urbano;536.8;580.0;576.6;692.6;920.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;2994;D;12;12;1.0;(0, 1];661.2;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3281;M;Parda;Estadual;Urbano;425.7;548.3;500.4;486.9;860.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;5;4;1.5;(1, 2];564.26;(300, 500];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];1
3282;M;Parda;Estadual;Urbano;537.8;552.5;536.1;678.3;960.0;2211001.0;FundamentalCompleto;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Não;Sim;3992;D;9;16;1.33;(1, 2];652.9399999999998;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3283;M;Parda;Estadual;Urbano;495.8;528.2;569.7;596.3;920.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;4;9;1.0;(0, 1];622.0;(500, 650];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];0
3284;M;Parda;Particular;Urbano;566.8;622.8;587.0;657.5;740.0;2211001.0;Superior;Medio;Grupo(D,E);NãoSabe;Sim;Sim;Sim;14970;B;18;12;1.0;(0, 1];634.82;(650, 800];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3285;F;Branco;Particular;Urbano;569.9;477.9;511.8;374.3;720.0;2211001.0;Superior;Superior;NãoSabe;Grupo(D,E);Sim;Sim;Sim;5988;C;18;18;0.67;(0, 1];530.78;(300, 500];(500, 650];(300, 500];(500, 650];(650.0, 800.0];1
3286;M;Parda;Estadual;Urbano;494.4;418.2;473.3;517.7;440.0;2211001.0;FundamentalCompleto;FundamentalIncompleto;Grupo(A,B,C);NãoSabe;Sim;Não;Nao;1497;E;9;5;2.33;(2, 3];468.72;(500, 650];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3287;M;Parda;Particular;Urbano;612.6;616.1;632.2;754.6;680.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;19960;B;16;16;0.67;(0, 1];659.1;(650, 800];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3288;F;Parda;Estadual;Urbano;452.8;379.3;421.6;448.6;560.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;4;0;2.0;(1, 2];452.46;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
3289;M;Parda;Particular;Urbano;540.9;624.4;570.6;538.5;800.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;12;12;3.0;(2, 3];614.88;(500, 650];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3290;F;Parda;Particular;Urbano;505.3;522.2;543.3;403.2;640.0;2211001.0;Superior;Medio;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;11976;B;16;12;1.33;(1, 2];522.8;(300, 500];(500, 650];(500, 650];(500, 650];(500.0, 650.0];1
3291;M;Branco;Particular;Urbano;628.8;601.8;609.3;809.9;800.0;2211001.0;FundamentalIncompleto;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;7984;C;5;12;1.33;(1, 2];689.96;(800, 1000];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3292;M;Branco;Estadual;Urbano;420.5;493.8;504.5;560.7;500.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;2495;D;12;12;1.5;(1, 2];495.9;(500, 650];(500, 650];(300, 500];(300, 500];(300.0, 500.0];1
3293;M;Parda;Particular;Urbano;539.0;599.1;584.9;646.8;960.0;2211001.0;Superior;FundamentalCompleto;Grupo(D,E);NãoSabe;Sim;Sim;Sim;5988;C;16;9;1.33;(1, 2];665.96;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3294;M;Preta;Particular;Urbano;510.7;517.3;528.8;509.7;640.0;2211001.0;NaoSabe;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;0;12;1.5;(1, 2];541.3;(500, 650];(500, 650];(500, 650];(500, 650];(500.0, 650.0];0
3295;M;Preta;Particular;Urbano;382.5;373.0;507.5;440.8;580.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;3992;D;12;12;1.0;(0, 1];456.7600000000001;(300, 500];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
3296;M;Parda;Estadual;Urbano;373.4;377.1;384.4;519.7;540.0;2211001.0;FundamentalCompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;1497;E;9;12;2.0;(1, 2];438.92;(500, 650];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
